@1397848258473 | OLTP Data Parser: Initiated
@1397848261199 | Worker 31: committing Transaction 25
@1397848261206 | Transaction 25: Verifying
@1397848261214 | OLTP Data Parser: 1 transactions in queue
@1397848261222 | Worker 39: Started
@1397848261229 | Worker 40: Initiated
@1397848261239 | Worker 41: Initiated
@1397848261247 | Worker 40: Started
@1397848261255 | Worker 41: Started
@1397848261263 | Worker 42: Initiated
@1397848261271 | Worker 30: committing Transaction 26
@1397848261279 | Transaction 26: Verifying
@1397848261286 | OLTP Data Parser: 1 transactions in queue
@1397848261294 | Worker 42: Started
@1397848261304 | Worker 43: Initiated
@1397848261312 | Worker 44: Initiated
@1397848261320 | Worker 43: Started
@1397848261328 | Worker 44: Started
@1397848261338 | Worker 45: Initiated
@1397848261346 | Worker 29: committing Transaction 27
@1397848261354 | Transaction 27: Verifying
@1397848261364 | OLTP Data Parser: 1 transactions in queue
@1397848261372 | Worker 45: Started
@1397848261380 | Worker 46: Initiated
@1397848261388 | Worker 47: Initiated
@1397848261395 | Worker 46: Started
@1397848261403 | Worker 47: Started
@1397848261411 | Worker 48: Initiated
@1397848261419 | Worker 28: committing Transaction 28
@1397848261427 | Transaction 28: Verifying
@1397848261435 | OLTP Data Parser: 1 transactions in queue
@1397848261442 | Worker 48: Started
@1397848261450 | Worker 49: Initiated
@1397848261458 | Worker 50: Initiated
@1397848261466 | Worker 49: Started
@1397848261476 | Worker 50: Started
@1397848261484 | Worker 51: Initiated
@1397848261492 | Worker 27: committing Transaction 29
@1397848261500 | Transaction 29: Verifying
@1397848261508 | OLTP Data Parser: 1 transactions in queue
@1397848261515 | Worker 51: Started
@1397848261523 | Worker 52: Initiated
@1397848261531 | Worker 53: Initiated
@1397848261539 | Worker 52: Started
@1397848261550 | Worker 53: Started
@1397848261558 | Worker 54: Initiated
@1397848261566 | Worker 26: committing Transaction 30
@1397848261573 | Transaction 30: Verifying
@1397848261584 | OLTP Data Parser: 1 transactions in queue
@1397848261592 | Worker 54: Started
@1397848261600 | Worker 55: Initiated
@1397848261608 | Worker 56: Initiated
@1397848261618 | Worker 55: Started
@1397848261626 | Worker 56: Started
@1397848261634 | Worker 57: Initiated
@1397848261642 | Worker 25: committing Transaction 31
@1397848261650 | Transaction 31: Verifying
@1397848261658 | OLTP Data Parser: 1 transactions in queue
@1397848261667 | Worker 57: Started
@1397848261675 | Worker 58: Initiated
@1397848261683 | Worker 59: Initiated
@1397848261691 | Worker 58: Started
@1397848261699 | Worker 59: Started
@1397848261710 | Worker 60: Initiated
@1397848261718 | Worker 24: committing Transaction 32
@1397848261726 | Transaction 32: Verifying
@1397848261734 | OLTP Data Parser: 1 transactions in queue
@1397848261742 | Worker 60: Started
@1397848261752 | Worker 61: Initiated
@1397848261761 | Worker 62: Initiated
@1397848261769 | Worker 61: Started
@1397848261780 | Worker 62: Started
@1397848261788 | Worker 63: Initiated
@1397848261796 | Worker 58: committing Transaction 33
@1397848261804 | Transaction 33: Verifying
@1397848261812 | OLTP Data Parser: 1 transactions in queue
@1397848261823 | Worker 63: Started
@1397848261833 | Worker 64: Initiated
@1397848261841 | Worker 65: Initiated
@1397848261849 | Worker 64: Started
@1397848261858 | Worker 65: Started
@1397848261866 | Worker 66: Initiated
@1397848261877 | Worker 57: committing Transaction 34
@1397848261885 | Transaction 34: Verifying
@1397848261893 | OLTP Data Parser: 1 transactions in queue
@1397848261901 | Worker 66: Started
@1397848261912 | Worker 67: Initiated
@1397848261920 | Worker 68: Initiated
@1397848261928 | Worker 67: Started
@1397848261938 | Transaction 10: Verified => $2372.6353433535564 from Capitol One:1 to Zion's Bank:16
@1397848261946 | Worker 68: Started
@1397848261957 | Worker 69: Initiated
@1397848261965 | Worker 56: committing Transaction 35
@1397848261973 | Transaction 35: Verifying
@1397848261981 | OLTP Data Parser: 1 transactions in queue
@1397848261990 | Worker 69: Started
@1397848261998 | Worker 70: Initiated
@1397848262006 | Transaction 15: Verified => $2450.05903147848 from Citi:12 to Zion's Bank:36
@1397848262014 | Transaction 10: Verifying
@1397848262023 | Transaction 15: Verifying
@1397848262031 | Worker 70: Started
@1397848262039 | Worker 71: Initiated
@1397848262047 | Worker 55: committing Transaction 36
@1397848262055 | Transaction 36: Verifying
@1397848262063 | OLTP Data Parser: 1 transactions in queue
@1397848262071 | Transaction 2: Verified => $291.842092602933 from MetLife:26 to Wells Fargo:6
@1397848262080 | Worker 71: Started
@1397848262088 | Worker 72: Initiated
@1397848262099 | Transaction 2: Verifying
@1397848262107 | Worker 72: Started
@1397848262115 | Worker 73: Initiated
@1397848262124 | Worker 54: committing Transaction 37
@1397848262134 | Transaction 37: Verifying
@1397848262143 | OLTP Data Parser: 1 transactions in queue
@1397848262151 | Worker 73: Started
@1397848262160 | Worker 74: Initiated
@1397848262168 | Worker 75: Initiated
@1397848262176 | Worker 74: Started
@1397848262185 | Worker 75: Started
@1397848262196 | Worker 76: Initiated
@1397848262205 | Worker 53: committing Transaction 38
@1397848262213 | Transaction 38: Verifying
@1397848262222 | OLTP Data Parser: 1 transactions in queue
@1397848262231 | Transaction 22: Verified => $2176.5786939979603 from Capitol One:8 to Chase:16
@1397848262241 | Worker 76: Started
@1397848262250 | Worker 77: Initiated
@1397848262259 | Transaction 22: Verifying
@1397848262268 | Transaction 1: Verified => $9606.898547632269 from Capitol One:17 to Zion's Bank:7
@1397848262278 | Worker 52: committing Transaction 39
@1397848262287 | Transaction 39: Verifying
@1397848262296 | OLTP Data Parser: 1 transactions in queue
@1397848262304 | Worker 77: Started
@1397848262313 | Worker 78: Initiated
@1397848262321 | Transaction 1: Verifying
@1397848262333 | Worker 78: Started
@1397848262342 | Worker 79: Initiated
@1397848262350 | Worker 51: committing Transaction 40
@1397848262359 | Transaction 40: Verifying
@1397848262367 | OLTP Data Parser: 1 transactions in queue
@1397848262376 | Worker 79: Started
@1397848262384 | Worker 80: Initiated
@1397848262393 | Transaction 4: Verified => $6857.352850717251 from Wells Fargo:46 to Citi:28
@1397848262402 | Worker 80: Started
@1397848262410 | Worker 81: Initiated
@1397848262421 | Worker 50: committing Transaction 41
@1397848262430 | Transaction 41: Verifying
@1397848262439 | OLTP Data Parser: 1 transactions in queue
@1397848262447 | Transaction 4: Verifying
@1397848262458 | Transaction 14: Verified => $718.5056591635208 from ???????????? ????????:44 to Chase:37
@1397848262467 | Worker 81: Started
@1397848262476 | Worker 82: Initiated
@1397848262485 | Transaction 14: Verifying
@1397848262494 | Worker 49: committing Transaction 42
@1397848262502 | Transaction 42: Verifying
@1397848262511 | OLTP Data Parser: 1 transactions in queue
@1397848262520 | Worker 82: Started
@1397848262528 | Worker 83: Initiated
@1397848262537 | Worker 84: Initiated
@1397848262549 | Worker 83: Started
@1397848262557 | Transaction 27: Verified => $2959.088300435404 from Zion's Bank:25 to ???????????? ????????:77
@1397848262566 | Worker 84: Started
@1397848262575 | Worker 85: Initiated
@1397848262584 | Transaction 8: Verified => $6596.0852899786 from Citi:12 to MetLife:26
@1397848262593 | Worker 48: committing Transaction 43
@1397848262601 | Transaction 43: Verifying
@1397848262612 | OLTP Data Parser: 1 transactions in queue
@1397848262621 | Worker 85: Started
@1397848262630 | Worker 86: Initiated
@1397848262642 | Transaction 27: Verifying
@1397848262651 | Transaction 8: Verifying
@1397848262660 | Worker 86: Started
@1397848262669 | Worker 87: Initiated
@1397848262680 | Worker 47: committing Transaction 44
@1397848262689 | Transaction 44: Verifying
@1397848262700 | OLTP Data Parser: 1 transactions in queue
@1397848262709 | Transaction 16: Verified => $5965.114744164577 from Zion's Bank:42 to Capitol One:9
@1397848262718 | Worker 87: Started
@1397848262727 | Worker 88: Initiated
@1397848262736 | Transaction 16: Verifying
@1397848262745 | Worker 88: Started
@1397848262754 | Worker 89: Initiated
@1397848262763 | Transaction 21: Verified => $9060.240363079429 from Wells Fargo:5 to MetLife:31
@1397848262774 | Worker 46: committing Transaction 45
@1397848262783 | Transaction 45: Verifying
@1397848262795 | OLTP Data Parser: 1 transactions in queue
@1397848262804 | Worker 89: Started
@1397848262813 | Worker 90: Initiated
@1397848262822 | Transaction 21: Verifying
@1397848262832 | Worker 90: Started
@1397848262841 | Worker 91: Initiated
@1397848262851 | Worker 45: committing Transaction 46
@1397848262861 | Transaction 46: Verifying
@1397848262870 | OLTP Data Parser: 1 transactions in queue
@1397848262880 | Worker 91: Started
@1397848262889 | Worker 92: Initiated
@1397848262898 | Worker 93: Initiated
@1397848262908 | Worker 92: Started
@1397848262919 | Worker 93: Started
@1397848262928 | Worker 94: Initiated
@1397848262937 | Worker 44: committing Transaction 47
@1397848262946 | Transaction 47: Verifying
@1397848262956 | OLTP Data Parser: 1 transactions in queue
@1397848262965 | Worker 94: Started
@1397848262974 | Worker 95: Initiated
@1397848262984 | Worker 96: Initiated
@1397848262993 | Worker 95: Started
@1397848263002 | Worker 96: Started
@1397848263012 | Worker 97: Initiated
@1397848263021 | Worker 43: committing Transaction 48
@1397848263030 | Transaction 48: Verifying
@1397848263040 | OLTP Data Parser: 1 transactions in queue
@1397848263049 | Worker 97: Started
@1397848263059 | Worker 98: Initiated
@1397848263068 | Worker 99: Initiated
@1397848263078 | Worker 98: Started
@1397848263087 | Worker 99: Started
@1397848263097 | Worker 100: Initiated
@1397848263106 | Transaction 25: Verified => $7019.355049717441 from Wells Fargo:19 to Citi:12
@1397848263115 | Worker 42: committing Transaction 49
@1397848263125 | Transaction 49: Verifying
@1397848263135 | OLTP Data Parser: 1 transactions in queue
@1397848263144 | Worker 100: Started
@1397848263154 | Worker 101: Initiated
@1397848263163 | Transaction 35: Verified => $3159.801738105803 from Citi:24 to Zion's Bank:25
@1397848263173 | Transaction 25: Verifying
@1397848263183 | Transaction 35: Verifying
@1397848263192 | Worker 101: Started
@1397848263202 | Worker 102: Initiated
@1397848263211 | Transaction 15: Verified => $2450.05903147848 from Citi:12 to Zion's Bank:36
@1397848263221 | Worker 41: committing Transaction 50
@1397848263231 | Transaction 50: Verifying
@1397848263241 | OLTP Data Parser: 1 transactions in queue
@1397848263250 | Worker 102: Started
@1397848263261 | Worker 103: Initiated
@1397848263271 | Worker 104: Initiated
@1397848263281 | Worker 103: Started
@1397848263293 | OLTP Data Parser: 1 transactions in queue
